"Time (UTCG)","Power (W)","Solar Intensity"
6 Mar 2017 03:58:00.000,141.215,1.000000
6 Mar 2017 04:00:00.000,140.507,1.000000
6 Mar 2017 04:02:00.000,139.389,1.000000
6 Mar 2017 04:04:00.000,138.830,1.000000
6 Mar 2017 04:06:00.000,138.625,1.000000
6 Mar 2017 04:08:00.000,139.445,1.000000
6 Mar 2017 04:10:00.000,141.290,1.000000
6 Mar 2017 04:12:00.000,143.843,1.000000
6 Mar 2017 04:14:00.000,145.260,1.000000
6 Mar 2017 04:16:00.000,146.919,1.000000
6 Mar 2017 04:18:00.000,148.913,1.000000
6 Mar 2017 04:20:00.000,151.168,1.000000
6 Mar 2017 04:22:00.000,153.162,1.000000
6 Mar 2017 04:24:00.000,0.000,0.000000
6 Mar 2017 04:26:00.000,0.000,0.000000
6 Mar 2017 04:28:00.000,0.000,0.000000
6 Mar 2017 04:30:00.000,0.000,0.000000
6 Mar 2017 04:32:00.000,0.000,0.000000
6 Mar 2017 04:34:00.000,0.000,0.000000
6 Mar 2017 04:36:00.000,0.000,0.000000
6 Mar 2017 04:38:00.000,0.000,0.000000
6 Mar 2017 04:40:00.000,0.000,0.000000
6 Mar 2017 04:42:00.000,0.000,0.000000
6 Mar 2017 04:44:00.000,0.000,0.000000
6 Mar 2017 04:46:00.000,0.000,0.000000
6 Mar 2017 04:48:00.000,0.000,0.000000
6 Mar 2017 04:50:00.000,139.370,1.000000
6 Mar 2017 04:52:00.000,138.998,1.000000
6 Mar 2017 04:54:00.000,138.886,1.000000
6 Mar 2017 04:56:00.000,140.079,1.000000
6 Mar 2017 04:58:00.000,142.185,1.000000
6 Mar 2017 05:00:00.000,144.570,1.000000
6 Mar 2017 05:02:00.000,145.987,1.000000
6 Mar 2017 05:04:00.000,147.794,1.000000
6 Mar 2017 05:06:00.000,149.733,1.000000
6 Mar 2017 05:08:00.000,152.193,1.000000
6 Mar 2017 05:10:00.000,153.870,1.000000
6 Mar 2017 05:12:00.000,154.951,1.000000
6 Mar 2017 05:14:00.000,155.417,1.000000
6 Mar 2017 05:16:00.000,155.231,1.000000
6 Mar 2017 05:18:00.000,154.523,1.000000
6 Mar 2017 05:20:00.000,153.237,1.000000
6 Mar 2017 05:22:00.000,151.541,1.000000
6 Mar 2017 05:24:00.000,149.416,1.000000
6 Mar 2017 05:26:00.000,147.496,1.000000
6 Mar 2017 05:28:00.000,145.800,1.000000
6 Mar 2017 05:30:00.000,143.955,1.000000
6 Mar 2017 05:32:00.000,142.371,1.000000
6 Mar 2017 05:34:00.000,141.048,1.000000
6 Mar 2017 05:36:00.000,140.190,1.000000
6 Mar 2017 05:38:00.000,139.464,1.000000
6 Mar 2017 05:40:00.000,139.072,1.000000
6 Mar 2017 05:42:00.000,139.352,1.000000
6 Mar 2017 05:44:00.000,140.843,1.000000
6 Mar 2017 05:46:00.000,143.117,1.000000
6 Mar 2017 05:48:00.000,145.204,1.000000
6 Mar 2017 05:50:00.000,146.732,1.000000
6 Mar 2017 05:52:00.000,148.428,1.000000
6 Mar 2017 05:54:00.000,150.702,1.000000
6 Mar 2017 05:56:00.000,152.882,1.000000
6 Mar 2017 05:58:00.000,0.000,0.000000
6 Mar 2017 06:00:00.000,0.000,0.000000
6 Mar 2017 06:02:00.000,0.000,0.000000
6 Mar 2017 06:04:00.000,0.000,0.000000
6 Mar 2017 06:06:00.000,0.000,0.000000
6 Mar 2017 06:08:00.000,0.000,0.000000
6 Mar 2017 06:10:00.000,0.000,0.000000
6 Mar 2017 06:12:00.000,0.000,0.000000
6 Mar 2017 06:14:00.000,0.000,0.000000
6 Mar 2017 06:16:00.000,0.000,0.000000
6 Mar 2017 06:18:00.000,0.000,0.000000
6 Mar 2017 06:20:00.000,0.000,0.000000
6 Mar 2017 06:22:00.000,0.000,0.000000
6 Mar 2017 06:24:00.000,0.000,0.000000
6 Mar 2017 06:26:00.000,139.445,1.000000
6 Mar 2017 06:28:00.000,139.165,1.000000
6 Mar 2017 06:30:00.000,139.930,1.000000
6 Mar 2017 06:32:00.000,141.663,1.000000
6 Mar 2017 06:34:00.000,144.216,1.000000
6 Mar 2017 06:36:00.000,145.856,1.000000
6 Mar 2017 06:38:00.000,147.422,1.000000
6 Mar 2017 06:40:00.000,149.304,1.000000
6 Mar 2017 06:42:00.000,151.634,1.000000
6 Mar 2017 06:44:00.000,153.591,1.000000
6 Mar 2017 06:46:00.000,154.951,1.000000
6 Mar 2017 06:48:00.000,155.734,1.000000
6 Mar 2017 06:50:00.000,155.715,1.000000
6 Mar 2017 06:52:00.000,155.231,1.000000
6 Mar 2017 06:54:00.000,153.926,1.000000
6 Mar 2017 06:56:00.000,152.622,1.000000
6 Mar 2017 06:58:00.000,150.609,1.000000
6 Mar 2017 07:00:00.000,148.521,1.000000
6 Mar 2017 07:02:00.000,146.788,1.000000
6 Mar 2017 07:04:00.000,144.980,1.000000
6 Mar 2017 07:06:00.000,143.266,1.000000
6 Mar 2017 07:08:00.000,141.868,1.000000
6 Mar 2017 07:10:00.000,140.824,1.000000
6 Mar 2017 07:12:00.000,140.060,1.000000
6 Mar 2017 07:14:00.000,139.501,1.000000
6 Mar 2017 07:16:00.000,139.408,1.000000
6 Mar 2017 07:18:00.000,140.675,1.000000
6 Mar 2017 07:20:00.000,142.651,1.000000
6 Mar 2017 07:22:00.000,145.073,1.000000
6 Mar 2017 07:24:00.000,146.583,1.000000
6 Mar 2017 07:26:00.000,148.093,1.000000
6 Mar 2017 07:28:00.000,150.124,1.000000
6 Mar 2017 07:30:00.000,152.435,1.000000
6 Mar 2017 07:32:00.000,130.276,0.844513
6 Mar 2017 07:34:00.000,0.000,0.000000
6 Mar 2017 07:36:00.000,0.000,0.000000
6 Mar 2017 07:38:00.000,0.000,0.000000
6 Mar 2017 07:40:00.000,0.000,0.000000
6 Mar 2017 07:42:00.000,0.000,0.000000
6 Mar 2017 07:44:00.000,0.000,0.000000
6 Mar 2017 07:46:00.000,0.000,0.000000
6 Mar 2017 07:48:00.000,0.000,0.000000
6 Mar 2017 07:50:00.000,0.000,0.000000
6 Mar 2017 07:52:00.000,0.000,0.000000
6 Mar 2017 07:54:00.000,0.000,0.000000
6 Mar 2017 07:56:00.000,0.000,0.000000
6 Mar 2017 07:58:00.000,0.000,0.000000
6 Mar 2017 08:00:00.000,139.985,1.000000
6 Mar 2017 08:02:00.000,139.725,1.000000
6 Mar 2017 08:04:00.000,139.874,1.000000
6 Mar 2017 08:06:00.000,141.309,1.000000
6 Mar 2017 08:08:00.000,143.527,1.000000
6 Mar 2017 08:10:00.000,145.633,1.000000
6 Mar 2017 08:12:00.000,147.254,1.000000
6 Mar 2017 08:14:00.000,148.987,1.000000
6 Mar 2017 08:16:00.000,151.112,1.000000
6 Mar 2017 08:18:00.000,153.255,1.000000
6 Mar 2017 08:20:00.000,155.082,1.000000
6 Mar 2017 08:22:00.000,155.920,1.000000
6 Mar 2017 08:24:00.000,156.163,1.000000
6 Mar 2017 08:26:00.000,155.920,1.000000
6 Mar 2017 08:28:00.000,155.063,1.000000
6 Mar 2017 08:30:00.000,153.758,1.000000
6 Mar 2017 08:32:00.000,151.857,1.000000
6 Mar 2017 08:34:00.000,149.565,1.000000
6 Mar 2017 08:36:00.000,147.850,1.000000
6 Mar 2017 08:38:00.000,146.080,1.000000
6 Mar 2017 08:40:00.000,144.328,1.000000
6 Mar 2017 08:42:00.000,142.911,1.000000
6 Mar 2017 08:44:00.000,141.532,1.000000
6 Mar 2017 08:46:00.000,140.656,1.000000
6 Mar 2017 08:48:00.000,140.135,1.000000
6 Mar 2017 08:50:00.000,139.892,1.000000
6 Mar 2017 08:52:00.000,140.414,1.000000
6 Mar 2017 08:54:00.000,142.129,1.000000
6 Mar 2017 08:56:00.000,144.589,1.000000
6 Mar 2017 08:58:00.000,146.397,1.000000
6 Mar 2017 09:00:00.000,148.055,1.000000
6 Mar 2017 09:02:00.000,149.789,1.000000
6 Mar 2017 09:04:00.000,152.025,1.000000
6 Mar 2017 09:06:00.000,154.094,1.000000
6 Mar 2017 09:08:00.000,0.000,0.000000
6 Mar 2017 09:10:00.000,0.000,0.000000
6 Mar 2017 09:12:00.000,0.000,0.000000
6 Mar 2017 09:14:00.000,0.000,0.000000
6 Mar 2017 09:16:00.000,0.000,0.000000
6 Mar 2017 09:18:00.000,0.000,0.000000
6 Mar 2017 09:20:00.000,0.000,0.000000
6 Mar 2017 09:22:00.000,0.000,0.000000
6 Mar 2017 09:24:00.000,0.000,0.000000
6 Mar 2017 09:26:00.000,0.000,0.000000
6 Mar 2017 09:28:00.000,0.000,0.000000
6 Mar 2017 09:30:00.000,0.000,0.000000
6 Mar 2017 09:32:00.000,0.000,0.000000
6 Mar 2017 09:34:00.000,112.216,0.797379
6 Mar 2017 09:36:00.000,140.265,1.000000
6 Mar 2017 09:38:00.000,140.079,1.000000
6 Mar 2017 09:40:00.000,141.104,1.000000
6 Mar 2017 09:42:00.000,143.191,1.000000
6 Mar 2017 09:44:00.000,145.577,1.000000
6 Mar 2017 09:46:00.000,146.900,1.000000
6 Mar 2017 09:48:00.000,148.577,1.000000
6 Mar 2017 09:50:00.000,150.609,1.000000
6 Mar 2017 09:52:00.000,152.882,1.000000
6 Mar 2017 09:54:00.000,154.690,1.000000
6 Mar 2017 09:56:00.000,155.827,1.000000
6 Mar 2017 09:58:00.000,156.573,1.000000
6 Mar 2017 10:00:00.000,156.480,1.000000

